gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn
Male,No,Yes,Yes,45,DSL,Yes,No,No,Yes,No,No,54.65,No
Female,Yes,Yes,No,72,Fiber optic,No,Yes,Yes,No,Yes,No,105.0,No
Male,No,Yes,No,44,DSL,Yes,Yes,No,Yes,No,Yes,59.85,No
Female,No,No,No,66,Fiber optic,No,No,Yes,No,Yes,Yes,92.15,No
Male,No,Yes,Yes,68,DSL,Yes,Yes,No,No,Yes,No,44.8,No
Female,Yes,No,No,21,Fiber optic,No,No,No,No,Yes,Yes,95.4,No
Male,No,No,Yes,21,Fiber optic,Yes,No,No,No,No,No,80.35,No
Female,No,Yes,Yes,55,DSL,Yes,No,Yes,Yes,Yes,Yes,85.1,No
Male,No,No,No,9,DSL,No,No,No,No,Yes,Yes,34.7,Yes
Male,Yes,Yes,No,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.05,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,81.1,Yes
Female,No,No,No,61,Fiber optic,No,No,Yes,Yes,Yes,Yes,106.6,Yes
Female,No,Yes,No,67,DSL,No,Yes,Yes,Yes,Yes,No,86.15,No
Female,Yes,No,No,14,Fiber optic,Yes,Yes,No,No,No,No,78.85,No
Male,No,Yes,No,59,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,106.75,Yes
Male,Yes,Yes,No,21,Fiber optic,No,No,Yes,No,Yes,No,86.55,No
Male,No,No,No,4,DSL,Yes,Yes,No,Yes,No,No,42.4,No
Female,No,No,No,3,Fiber optic,No,No,No,No,Yes,Yes,89.45,Yes
Female,No,No,No,3,Fiber optic,No,Yes,No,Yes,Yes,Yes,97.9,Yes
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,55.7,Yes
Male,No,No,No,13,Fiber optic,No,Yes,Yes,No,No,Yes,79.8,Yes
Female,No,No,No,5,Fiber optic,No,No,No,No,Yes,No,80.2,No
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.4,No
Female,No,No,No,13,DSL,No,Yes,No,No,No,Yes,31.65,No
Male,No,Yes,No,61,Fiber optic,No,Yes,Yes,Yes,No,No,94.15,No
Female,Yes,Yes,No,56,Fiber optic,No,No,No,Yes,No,Yes,76.85,No
Male,No,No,No,35,DSL,Yes,No,No,No,No,No,55.25,No
Female,No,Yes,No,18,DSL,No,No,Yes,No,Yes,Yes,39.05,Yes
Male,No,Yes,No,72,DSL,No,Yes,Yes,No,Yes,No,82.15,No
Female,Yes,No,No,49,Fiber optic,Yes,Yes,Yes,Yes,No,No,103.0,No
Female,No,Yes,No,44,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,95.1,No
Female,Yes,Yes,No,3,Fiber optic,No,No,No,Yes,Yes,Yes,83.9,Yes
Female,No,Yes,Yes,37,Fiber optic,No,Yes,Yes,No,No,Yes,95.15,No
Male,No,Yes,No,61,DSL,No,Yes,Yes,No,Yes,Yes,79.8,No
Male,No,Yes,No,70,DSL,Yes,No,Yes,Yes,No,Yes,74.8,No
Female,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,69.85,Yes
Male,No,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,No,No,78.35,No
Female,No,No,No,1,DSL,No,No,No,No,Yes,Yes,53.55,Yes
Female,No,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,No,No,93.9,Yes
Male,No,Yes,Yes,68,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,113.15,Yes
Female,Yes,Yes,No,26,Fiber optic,No,Yes,No,No,No,No,84.95,Yes
Male,No,Yes,No,11,Fiber optic,No,Yes,No,No,No,Yes,80.5,Yes
Female,Yes,No,No,46,Fiber optic,No,Yes,Yes,No,Yes,Yes,91.3,No
Male,No,No,No,1,DSL,No,No,Yes,No,No,Yes,49.65,Yes
Female,No,No,No,46,DSL,No,No,Yes,Yes,No,No,54.35,Yes
Male,No,No,No,4,Fiber optic,No,No,No,No,Yes,Yes,88.45,Yes
Male,No,Yes,No,31,DSL,Yes,Yes,Yes,Yes,No,Yes,75.5,No
Female,No,Yes,Yes,23,Fiber optic,No,No,No,No,Yes,Yes,83.75,No
Male,Yes,No,No,22,Fiber optic,No,No,No,Yes,Yes,Yes,90.5,Yes
Male,No,Yes,No,9,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,94.85,Yes
Male,No,Yes,Yes,7,Fiber optic,No,No,No,No,No,Yes,69.95,Yes
Female,No,Yes,Yes,35,DSL,No,No,No,Yes,Yes,No,40.9,No
Male,No,No,No,6,DSL,Yes,No,Yes,Yes,Yes,Yes,80.25,No
Female,No,No,No,1,DSL,Yes,No,No,No,No,Yes,48.6,Yes
Male,No,No,No,17,Fiber optic,No,No,No,No,No,Yes,70.8,No
Male,No,Yes,Yes,10,DSL,No,No,Yes,No,Yes,No,60.2,No
Male,No,No,Yes,15,DSL,No,No,Yes,Yes,No,No,55.2,No
Female,Yes,No,No,40,DSL,Yes,Yes,No,No,Yes,Yes,55.8,Yes
Female,No,Yes,Yes,13,DSL,Yes,No,No,Yes,No,No,54.15,No
Male,No,Yes,No,29,Fiber optic,No,Yes,No,No,No,Yes,80.15,Yes
Female,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,75.5,Yes
Female,Yes,Yes,No,58,Fiber optic,No,No,No,Yes,Yes,Yes,100.4,No
Female,No,No,No,45,DSL,Yes,Yes,No,Yes,No,Yes,62.55,No
Female,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,Yes,70.45,No
Male,No,Yes,Yes,68,Fiber optic,Yes,Yes,No,No,No,Yes,85.5,No
Female,No,Yes,Yes,38,DSL,Yes,Yes,No,No,No,No,54.5,No
Female,Yes,Yes,No,20,Fiber optic,No,No,No,No,Yes,Yes,91.0,No
Male,No,Yes,No,72,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.8,No
Female,No,Yes,No,3,Fiber optic,No,No,No,No,No,Yes,74.75,Yes
Male,No,No,No,23,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.05,Yes
Male,No,No,No,40,DSL,No,No,No,Yes,No,Yes,51.1,No
Male,Yes,Yes,No,62,Fiber optic,No,Yes,No,No,No,Yes,89.8,No
Female,No,No,No,11,DSL,Yes,No,Yes,No,No,No,64.05,No
Male,Yes,Yes,No,7,Fiber optic,No,No,No,No,No,Yes,74.85,No
Female,No,No,No,13,Fiber optic,Yes,Yes,No,No,Yes,Yes,96.65,Yes
Female,No,No,No,39,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.45,Yes
Male,No,Yes,No,3,DSL,No,No,No,No,No,No,25.0,No
Female,No,Yes,No,22,DSL,No,Yes,Yes,No,No,Yes,54.7,No
Male,No,Yes,No,14,DSL,No,No,No,No,Yes,No,46.35,Yes
Male,No,Yes,Yes,64,Fiber optic,No,No,Yes,No,No,No,90.25,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,No,79.6,Yes
Male,No,No,No,1,Fiber optic,No,No,No,Yes,No,Yes,75.9,Yes
Male,No,Yes,No,1,Fiber optic,No,No,Yes,No,No,No,76.2,Yes
Male,No,Yes,No,64,DSL,Yes,No,No,No,Yes,Yes,66.15,No
Female,No,Yes,No,46,DSL,No,Yes,No,No,Yes,Yes,69.1,No
Female,Yes,Yes,Yes,28,DSL,No,Yes,No,No,No,Yes,39.1,No
Male,No,Yes,Yes,39,DSL,Yes,Yes,Yes,No,No,No,59.8,No
Female,No,Yes,No,42,Fiber optic,No,No,Yes,Yes,No,Yes,84.3,Yes
Female,No,No,No,1,DSL,No,Yes,No,No,No,Yes,48.6,No
Female,No,No,No,7,Fiber optic,No,No,No,No,Yes,Yes,79.0,Yes
Male,Yes,Yes,No,70,Fiber optic,Yes,Yes,Yes,No,Yes,No,105.35,No
Male,No,No,No,1,DSL,Yes,No,No,No,No,No,49.75,No
Male,No,Yes,No,18,Fiber optic,No,No,No,No,Yes,Yes,94.75,No
Male,No,Yes,No,24,Fiber optic,No,No,No,No,Yes,Yes,93.0,No
Male,No,No,No,63,DSL,Yes,No,Yes,Yes,No,Yes,71.9,No
Female,No,No,Yes,44,DSL,No,Yes,No,No,Yes,Yes,77.55,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.25,Yes
Female,No,Yes,Yes,37,Fiber optic,No,No,No,No,Yes,Yes,95.25,No
Female,Yes,No,No,10,Fiber optic,No,No,Yes,No,No,Yes,84.6,Yes
Male,No,No,No,34,DSL,No,No,No,No,No,Yes,25.05,No
Male,No,Yes,No,35,DSL,Yes,No,Yes,No,Yes,No,53.15,No
Female,Yes,Yes,No,39,Fiber optic,No,No,No,Yes,Yes,Yes,101.25,No
Male,Yes,Yes,No,43,Fiber optic,No,Yes,Yes,No,Yes,Yes,100.55,No
Female,No,Yes,No,49,DSL,Yes,Yes,Yes,No,No,No,71.8,No
Female,No,Yes,Yes,64,DSL,No,Yes,Yes,Yes,No,No,49.85,No
Male,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,69.6,No
Male,No,Yes,No,40,Fiber optic,No,Yes,Yes,No,No,No,80.8,No
Female,No,No,Yes,1,DSL,Yes,Yes,No,Yes,No,Yes,60.0,Yes
Male,No,No,No,8,Fiber optic,No,No,No,No,No,Yes,86.55,Yes
Female,Yes,Yes,No,34,DSL,No,No,Yes,Yes,Yes,No,64.2,No
Female,No,Yes,No,1,DSL,No,No,No,No,No,No,35.0,No
Female,No,No,No,39,DSL,No,No,Yes,No,Yes,Yes,50.75,Yes
Female,Yes,Yes,No,58,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,105.5,Yes
Male,Yes,No,No,6,Fiber optic,Yes,No,No,No,Yes,Yes,85.15,Yes
Male,No,No,No,43,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,90.65,No
Male,No,No,No,5,Fiber optic,No,Yes,No,No,No,Yes,74.65,No
Male,No,No,No,72,DSL,Yes,No,Yes,Yes,Yes,Yes,61.2,No
Male,No,Yes,Yes,9,DSL,No,Yes,No,Yes,No,No,54.8,No
Male,Yes,Yes,No,72,DSL,No,No,Yes,No,Yes,Yes,73.45,No
Female,No,Yes,No,33,DSL,No,No,No,Yes,No,Yes,51.45,No
Female,No,Yes,No,72,Fiber optic,Yes,No,No,No,No,No,80.45,No
Male,No,Yes,No,22,DSL,Yes,No,No,Yes,No,Yes,54.2,Yes
Female,No,Yes,No,70,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.5,Yes
Male,No,Yes,Yes,21,Fiber optic,No,Yes,Yes,No,Yes,No,104.4,Yes
Male,No,No,No,15,Fiber optic,No,No,Yes,No,Yes,No,85.3,No
Male,Yes,Yes,No,29,Fiber optic,No,No,No,Yes,No,Yes,79.3,No
Female,No,Yes,Yes,15,DSL,No,Yes,Yes,Yes,Yes,No,76.5,No
Male,Yes,Yes,Yes,71,Fiber optic,Yes,Yes,No,No,Yes,Yes,105.1,Yes
Female,No,Yes,No,19,Fiber optic,No,No,No,No,Yes,Yes,86.85,No
Female,No,No,No,1,Fiber optic,No,Yes,No,No,No,Yes,75.7,Yes
Female,No,No,No,2,DSL,No,No,No,No,No,No,45.55,No
Female,Yes,Yes,Yes,11,Fiber optic,No,No,Yes,No,No,Yes,78.1,No
Female,No,Yes,No,70,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.5,No
Female,Yes,Yes,No,20,Fiber optic,No,No,Yes,No,Yes,No,90.8,Yes
Male,Yes,No,No,49,DSL,Yes,Yes,Yes,Yes,No,No,81.35,No
Female,No,Yes,Yes,4,Fiber optic,No,Yes,No,No,Yes,Yes,97.95,Yes
Male,No,No,No,32,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,108.15,Yes
Male,No,No,Yes,2,DSL,No,No,No,No,No,Yes,55.3,No
Male,Yes,Yes,No,69,DSL,Yes,Yes,No,No,Yes,No,56.55,No
Male,No,No,No,6,Fiber optic,No,No,No,No,Yes,Yes,80.5,Yes
Female,No,No,No,32,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.05,No
Female,No,No,No,27,DSL,Yes,Yes,No,No,No,No,52.85,No
Female,Yes,Yes,No,27,Fiber optic,Yes,No,No,Yes,Yes,Yes,104.3,Yes
Male,No,No,No,58,Fiber optic,No,No,No,Yes,No,No,80.65,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,71.35,Yes
Female,No,Yes,Yes,70,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.2,No
Female,No,No,No,13,Fiber optic,No,Yes,Yes,Yes,No,No,89.4,Yes
Female,No,Yes,Yes,36,DSL,Yes,No,No,No,No,No,51.05,No
Male,Yes,No,No,19,Fiber optic,Yes,No,No,No,No,Yes,87.3,No
Male,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.4,No
Male,No,Yes,Yes,18,DSL,Yes,No,Yes,Yes,Yes,No,83.25,No
Male,Yes,Yes,No,67,Fiber optic,No,Yes,No,Yes,Yes,No,102.9,No
Male,No,Yes,Yes,69,DSL,Yes,No,Yes,Yes,No,No,39.1,No
Male,No,No,No,19,Fiber optic,No,Yes,No,No,Yes,Yes,99.95,Yes
Male,Yes,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.5,No
Male,Yes,Yes,No,40,DSL,No,No,No,No,No,No,55.8,No
Female,No,No,No,10,Fiber optic,No,Yes,No,No,No,Yes,81.0,Yes
Male,No,Yes,No,32,DSL,Yes,No,No,Yes,Yes,Yes,72.8,No
Female,No,No,No,21,Fiber optic,No,Yes,No,No,Yes,Yes,99.85,No
Female,Yes,No,No,59,Fiber optic,No,No,Yes,No,Yes,Yes,99.5,No
Female,Yes,Yes,No,13,Fiber optic,No,No,No,No,No,Yes,70.15,Yes
Male,Yes,Yes,No,15,Fiber optic,Yes,No,Yes,No,Yes,Yes,96.5,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.15,Yes
Male,Yes,Yes,No,16,Fiber optic,No,No,Yes,Yes,No,Yes,91.55,No
Female,No,Yes,Yes,48,DSL,Yes,Yes,No,Yes,No,No,39.4,No
Male,Yes,Yes,No,30,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,105.7,No
Female,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,70.25,No
Male,Yes,No,No,57,Fiber optic,Yes,No,No,Yes,No,No,93.75,No
Female,Yes,Yes,No,68,Fiber optic,Yes,Yes,No,No,No,Yes,96.55,Yes
Female,No,Yes,No,23,DSL,No,No,No,Yes,Yes,No,60.0,No
Female,No,Yes,No,65,DSL,No,No,No,Yes,Yes,Yes,59.8,No
Male,No,Yes,No,44,Fiber optic,No,No,No,No,Yes,Yes,90.65,No
Female,No,Yes,Yes,71,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,109.0,No
Female,No,Yes,No,37,DSL,Yes,No,Yes,Yes,No,No,68.1,No
Male,No,Yes,Yes,69,DSL,No,Yes,Yes,Yes,Yes,Yes,81.95,No
Female,No,No,No,35,DSL,Yes,Yes,Yes,No,No,No,60.55,No
Male,No,No,No,5,DSL,No,Yes,No,Yes,No,Yes,65.6,No
Male,No,Yes,Yes,58,Fiber optic,No,No,No,No,Yes,No,82.5,No
Male,No,Yes,No,72,DSL,Yes,Yes,Yes,Yes,No,Yes,82.3,No
Male,No,Yes,No,72,DSL,Yes,Yes,Yes,Yes,No,No,68.15,No
Female,No,No,No,39,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,95.55,Yes
Female,No,No,No,27,Fiber optic,No,No,Yes,Yes,No,Yes,89.2,No
Female,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,69.65,Yes
Female,Yes,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,89.3,Yes
Female,No,Yes,No,18,Fiber optic,Yes,No,No,No,No,No,74.8,No
Female,No,Yes,No,72,DSL,Yes,No,Yes,Yes,Yes,Yes,84.4,No
Female,No,No,No,36,Fiber optic,No,No,Yes,Yes,No,Yes,87.55,Yes
Female,No,Yes,No,4,DSL,No,No,No,No,No,Yes,25.15,No
Female,No,Yes,Yes,40,DSL,No,Yes,No,No,Yes,Yes,50.85,No
Male,No,Yes,No,63,Fiber optic,No,Yes,Yes,No,Yes,Yes,102.4,No
Female,Yes,No,No,15,Fiber optic,Yes,No,Yes,Yes,No,Yes,96.3,Yes
Male,No,No,No,14,DSL,No,Yes,No,No,No,Yes,55.5,No
Male,Yes,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.75,No
Male,No,No,No,39,Fiber optic,Yes,Yes,No,No,Yes,Yes,106.4,No
Female,No,Yes,Yes,47,DSL,Yes,Yes,Yes,No,Yes,Yes,60.0,No
Male,No,Yes,No,19,Fiber optic,Yes,Yes,No,Yes,No,Yes,88.8,No
Female,No,No,No,5,Fiber optic,No,No,No,No,Yes,Yes,85.2,Yes
Female,No,No,No,13,DSL,No,No,No,No,No,Yes,35.1,Yes
Female,No,No,No,17,Fiber optic,No,No,Yes,No,No,No,80.05,No
Male,Yes,Yes,No,34,Fiber optic,No,No,No,No,No,Yes,75.55,No
Female,No,No,No,42,DSL,No,Yes,No,No,No,Yes,49.55,No
Male,No,Yes,No,5,Fiber optic,No,Yes,No,No,No,Yes,81.3,Yes
Male,Yes,Yes,No,19,DSL,Yes,No,Yes,No,Yes,No,66.4,No
Male,No,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.4,No
Female,No,No,No,6,Fiber optic,No,Yes,No,No,No,Yes,85.95,No
Female,No,Yes,Yes,17,Fiber optic,No,No,No,No,No,Yes,85.45,Yes
Male,No,Yes,No,61,DSL,No,Yes,Yes,No,Yes,No,80.9,No
Male,No,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,71.0,Yes
Male,No,Yes,Yes,48,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,111.8,No
Male,Yes,No,No,9,Fiber optic,No,No,No,No,No,Yes,85.05,Yes
Female,No,No,No,3,DSL,No,No,No,No,No,No,44.6,No
Male,No,No,Yes,1,DSL,No,No,No,No,No,Yes,44.4,Yes
Male,No,No,No,65,Fiber optic,No,Yes,Yes,No,Yes,No,105.1,No
Female,No,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.15,No
Male,No,Yes,No,60,DSL,Yes,No,No,No,Yes,Yes,59.8,No
Female,Yes,No,No,35,Fiber optic,No,No,No,No,No,No,70.55,No
Male,No,Yes,Yes,66,DSL,No,Yes,Yes,No,Yes,No,79.85,No
Male,Yes,Yes,No,1,Fiber optic,No,No,No,No,No,Yes,70.3,Yes
Female,No,Yes,No,1,Fiber optic,No,No,No,No,Yes,Yes,79.35,Yes
Male,No,Yes,Yes,34,Fiber optic,No,No,Yes,No,No,Yes,90.05,No
Male,No,Yes,Yes,31,DSL,Yes,No,Yes,Yes,Yes,No,59.95,No
Female,No,No,No,9,Fiber optic,No,No,No,No,Yes,Yes,90.8,Yes
Male,No,Yes,Yes,20,Fiber optic,No,No,No,No,No,Yes,70.45,Yes
Male,Yes,Yes,No,19,DSL,No,Yes,Yes,No,No,Yes,34.3,No
Female,No,Yes,No,65,Fiber optic,Yes,No,Yes,No,Yes,Yes,105.05,No
Female,No,No,No,2,DSL,No,Yes,No,No,Yes,No,51.4,No
Male,No,Yes,Yes,53,DSL,Yes,No,No,Yes,No,No,71.85,No
Male,Yes,Yes,No,7,Fiber optic,No,No,No,No,No,Yes,75.4,No
Female,No,Yes,Yes,61,DSL,Yes,No,No,No,No,Yes,49.7,No
Male,Yes,No,No,70,DSL,No,No,No,No,Yes,Yes,45.25,Yes
Female,No,No,No,13,DSL,Yes,No,Yes,No,Yes,Yes,78.75,No
Male,Yes,Yes,No,35,Fiber optic,No,No,Yes,No,No,Yes,81.6,No
Female,No,Yes,No,2,Fiber optic,No,No,No,No,No,Yes,70.4,No
Female,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,75.8,Yes
Female,No,No,No,3,Fiber optic,No,No,No,No,No,No,76.1,No
Female,No,No,No,62,Fiber optic,No,No,No,No,Yes,Yes,94.0,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,No,No,103.95,No
Male,Yes,No,No,20,Fiber optic,No,No,No,No,No,No,71.3,Yes
Female,Yes,No,No,35,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,110.8,No
Male,Yes,Yes,No,21,Fiber optic,No,No,No,No,No,Yes,69.1,Yes
Male,No,Yes,No,62,Fiber optic,Yes,Yes,No,No,No,No,96.1,No
Female,No,No,No,15,DSL,No,No,No,No,No,Yes,48.8,No
Female,No,No,No,55,DSL,Yes,No,No,No,No,Yes,50.55,No
Female,No,No,No,11,DSL,No,No,No,No,No,Yes,44.65,No
Female,No,Yes,Yes,17,Fiber optic,No,No,Yes,No,Yes,No,88.25,Yes
Female,No,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,No,89.3,No
Female,No,No,No,2,Fiber optic,No,No,No,No,No,No,70.0,Yes
Female,No,No,No,17,Fiber optic,No,No,No,No,No,No,70.5,No
Female,No,No,No,21,Fiber optic,No,No,No,No,Yes,Yes,97.35,Yes
Female,No,No,No,1,DSL,No,No,No,No,No,Yes,44.0,No
Female,No,Yes,Yes,44,Fiber optic,No,Yes,Yes,No,No,No,94.4,No
Male,No,No,No,24,DSL,Yes,No,No,No,No,Yes,55.65,Yes
Female,No,No,Yes,1,Fiber optic,No,No,No,No,No,Yes,69.65,Yes
Female,No,No,No,18,Fiber optic,Yes,No,No,No,No,Yes,75.4,No
Female,No,No,No,10,Fiber optic,No,No,Yes,No,Yes,Yes,100.6,Yes
Female,No,Yes,No,65,DSL,Yes,Yes,Yes,No,No,No,71.0,No
Female,Yes,No,No,1,Fiber optic,No,Yes,No,No,No,Yes,86.0,Yes
Female,No,No,No,53,Fiber optic,Yes,No,Yes,No,Yes,Yes,106.95,Yes
Male,No,Yes,No,33,DSL,Yes,Yes,No,Yes,No,Yes,61.05,No
Male,No,No,No,3,DSL,No,Yes,No,No,No,Yes,29.6,Yes
Female,No,No,No,34,DSL,Yes,No,Yes,Yes,Yes,Yes,79.95,No
Male,Yes,Yes,No,46,DSL,No,Yes,Yes,Yes,Yes,Yes,59.9,Yes
Male,No,No,Yes,17,DSL,Yes,No,No,No,No,Yes,50.3,No
Female,No,Yes,Yes,49,Fiber optic,No,No,No,No,Yes,Yes,95.6,Yes
Male,Yes,Yes,No,59,DSL,No,Yes,No,No,Yes,Yes,50.25,No
Female,No,No,No,69,DSL,Yes,No,Yes,Yes,Yes,Yes,85.35,No
Male,No,No,No,11,DSL,No,No,Yes,No,Yes,Yes,41.6,Yes
Male,No,No,No,10,DSL,Yes,No,No,No,No,Yes,51.65,No
Male,No,No,No,45,Fiber optic,No,Yes,No,No,Yes,Yes,100.85,Yes
Female,No,Yes,Yes,39,DSL,No,No,Yes,No,Yes,Yes,59.85,No
Male,Yes,No,No,67,Fiber optic,No,No,No,No,No,Yes,75.7,No
Male,No,Yes,Yes,37,DSL,Yes,Yes,Yes,No,No,No,40.2,Yes
Male,No,Yes,Yes,49,Fiber optic,No,No,No,No,Yes,No,84.5,Yes
Female,No,Yes,No,9,DSL,No,Yes,No,No,No,No,50.85,No
Male,No,Yes,No,52,Fiber optic,Yes,No,Yes,Yes,No,Yes,91.6,No
Female,No,No,No,70,Fiber optic,No,Yes,No,No,Yes,No,98.9,No
Male,No,No,No,1,Fiber optic,No,Yes,No,No,No,Yes,85.0,No
Female,Yes,No,No,14,Fiber optic,No,Yes,No,No,No,Yes,78.95,Yes
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,44.3,No
Female,No,No,No,52,Fiber optic,No,Yes,No,No,No,Yes,80.2,No
Male,No,No,No,6,DSL,No,No,Yes,No,Yes,No,60.9,No
Male,No,Yes,No,7,DSL,Yes,Yes,No,No,No,No,34.2,No
Female,Yes,No,No,47,Fiber optic,No,Yes,Yes,No,No,Yes,85.2,Yes
Female,No,No,No,26,Fiber optic,Yes,No,Yes,Yes,No,Yes,87.15,No
Male,No,Yes,Yes,25,DSL,Yes,No,No,Yes,No,No,54.3,No
Female,No,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,112.75,No
Male,No,No,No,67,DSL,Yes,No,Yes,No,No,No,65.55,No
Female,Yes,No,No,26,Fiber optic,No,No,No,No,No,Yes,78.8,No
Female,No,No,No,27,DSL,No,Yes,Yes,Yes,Yes,No,78.2,No
Male,No,Yes,Yes,72,Fiber optic,Yes,No,Yes,No,Yes,No,105.25,No
Female,No,No,No,6,Fiber optic,No,No,Yes,Yes,No,Yes,89.25,No
Male,No,No,No,20,DSL,No,Yes,No,Yes,Yes,Yes,68.7,No
Male,No,No,No,6,DSL,Yes,No,Yes,Yes,Yes,No,78.65,No
Male,Yes,Yes,No,62,Fiber optic,Yes,Yes,Yes,No,No,Yes,89.1,No
Female,No,No,No,72,Fiber optic,Yes,No,No,Yes,No,Yes,84.7,No
Male,Yes,Yes,No,13,Fiber optic,No,Yes,Yes,No,Yes,Yes,98.0,Yes
Male,No,Yes,No,5,Fiber optic,No,No,Yes,No,Yes,Yes,94.45,Yes
Male,Yes,No,No,3,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.0,Yes
Female,Yes,Yes,No,26,Fiber optic,No,Yes,Yes,No,No,Yes,93.85,Yes
Male,Yes,No,No,13,DSL,No,Yes,No,No,Yes,Yes,59.9,No
Female,Yes,Yes,No,8,Fiber optic,No,No,No,No,No,Yes,84.0,Yes
Male,Yes,Yes,Yes,34,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.9,No
Male,No,No,No,18,DSL,Yes,No,Yes,No,No,No,33.6,No
Male,No,Yes,Yes,56,Fiber optic,No,Yes,Yes,Yes,No,Yes,85.85,No
Female,No,No,No,36,DSL,No,Yes,No,Yes,No,Yes,34.85,No
Female,No,Yes,No,9,DSL,No,No,Yes,No,Yes,Yes,48.75,Yes
Male,No,No,No,1,Fiber optic,No,No,Yes,No,Yes,Yes,84.85,Yes
Male,No,No,No,12,DSL,Yes,No,No,Yes,No,No,56.65,Yes
Female,Yes,Yes,Yes,57,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,95.3,No
Female,No,No,No,42,DSL,Yes,Yes,Yes,Yes,No,No,73.9,Yes
Male,No,Yes,No,70,Fiber optic,Yes,Yes,No,Yes,No,No,84.6,No
Female,No,No,No,68,DSL,No,Yes,No,Yes,No,No,44.95,No
Male,No,No,Yes,1,DSL,No,No,No,No,No,Yes,24.7,No
Female,No,No,No,37,Fiber optic,No,No,No,Yes,Yes,No,100.3,No
Male,No,No,No,1,DSL,Yes,No,No,No,No,Yes,50.7,No
Male,No,No,No,20,DSL,Yes,Yes,Yes,Yes,Yes,Yes,55.0,No
Male,No,Yes,Yes,72,DSL,Yes,Yes,No,Yes,Yes,No,68.4,No
Female,No,No,No,31,Fiber optic,No,No,Yes,No,No,Yes,89.9,Yes
Male,Yes,Yes,No,18,Fiber optic,No,No,No,No,No,No,78.55,Yes
Male,No,Yes,No,11,DSL,No,No,No,No,Yes,Yes,55.05,No
Female,Yes,No,No,62,Fiber optic,No,No,No,No,Yes,No,84.45,No
Female,No,No,No,1,DSL,No,No,Yes,Yes,No,No,35.9,No
Male,No,Yes,No,16,Fiber optic,Yes,Yes,No,No,No,No,80.75,No
Male,No,Yes,Yes,22,DSL,No,No,Yes,Yes,Yes,Yes,78.65,No
Female,No,Yes,Yes,49,DSL,Yes,No,Yes,Yes,No,No,61.75,No
